	"10B-917"	"10W-118"	"10W-119"	"10W-917"	"10W-918"	"11B-118"	"11B-119"	"11B-917"	"11B-918"	"11W-118"	"11W-119"	"11W-917"	"11W-918"	"12B-118"	"12B-119"	"12B-618"	"12B-917"	"12B-918"	"12W-118"	"12W-119"	"12W-618"	"12W-917"	"12W-918"	"13W-118"	"13W-119"	"13W-917"	"13W-918"	"14B-118"	"14B-119"	"14B-618"	"14B-917"	"14B-918"	"14W-118"	"14W-119"	"14W-618"	"14W-917"	"14W-918"	"16W-118"	"16W-119"	"16W-917"	"16W-918"	"5B-118"	"5B-119"	"5B-917"	"5B-918"	"5W-118"	"5W-119"	"5W-917"	"5W-918"	"6B-118"	"6B-119"	"6B-917"	"6B-918"	"6W-118"	"6W-119"	"6W-917"	"6W-918"	"8W-118"	"8W-119"	"8W-917"	"8W-918"	"9B-118"	"9B-119"	"9B-917"	"9B-918"	"9W-118"	"9W-119"	"9W-917"	"9W-918"
"e1f8e32835db1e8e6ff038904f79d0c8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	17	0	0	0	0	0	0	0	0	0	20	79	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9cdf366dad8bcb284b4262284279a022"	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
"d5959731a101b3f59e7a872cb9e9f5db"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0
"4182fd6d092d9258de60582bea98e117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bbb6859b6c45fa593ff6a122e9a4c3bf"	0	0	0	0	0	0	85	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"963540a44cad918f59ec09d52d37de23"	0	0	0	0	0	0	25	42	0	15	0	48	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0
"0b60c3468174e3c78ca6d8fd75051a60"	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	152	0	0	0	9	0	0	0	0	0	0	0	0	0
"3a13a4204d7bb7f2d97e7c25e7b13c5e"	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"984295a1dd21314077a52d8ab4a0e393"	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	12	0
"90c29bd074c1d11043446a13db254404"	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	20	0	22	0	0	0	0	0	0	0	2798	55	0	0	0	0	0	0	0	0	0	0
"f39229565ea07934c9037d8b30e00ffa"	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	121	0	0	0	0	0	0	0	0	0	13	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"39d50055e32b014fccd225df722a983a"	0	0	0	0	0	0	0	0	0	43	0	12	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0
"1bed378c45e62638764f3758efd5f845"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0
"fdb836ae7865f2c880c9ba14545f8481"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	81	0	0	0	0	30	0	2726	0	28	96	0	32	240	0	42	143	83	0	152	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1affd3174c13725b51cd09426ee1381b"	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d5f609eb982494411678f82d460f969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	17	0	0	0	0	0	0
"e0e9db8440b2655c61b430577a4d7f5c"	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	41	0	0	21	0	40	0	0	0	0	25	0	0	0	0	0	570	36	21	103	83	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22435d265fb4fc8bb4bbd4457c30a310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	22	0	0
"332c5a25baed8c2a7cffa83139fa8049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4c6734053abff24dc84cebf880368fb8"	0	125	0	29	26	0	0	0	0	94	299	28	81	0	0	0	0	0	0	0	0	0	0	87	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	451	67	7	142	0	0	448	101	73	61	14	0	0	0	55	10	0	0	38	0	783	2
"3e590843eee0d47b3ba4f43bb7280ce6"	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	437	0	37	14	0	0	0	0	0	0	0	0	0	0
"a8721a77cb7a43fc7de470a8b6041a49"	0	0	0	0	0	0	23	0	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0
"4bde07fcb31415fcb5b2e1d6ca8a4852"	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5b44c2ec77b0a484f4e8dacaa73bc98f"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69460f25fda5eef986e0dc2c183795fe"	23	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	30	0	0	0	24	11	0	14	0	0	0	0
"9cafc5698cad325ce6534e320df5738e"	0	0	0	0	0	0	0	0	0	19	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	13	0
"9513c2cbe7e625fba6ae095de41a5b6a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	46	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2a202e35f553433bd5db477c438a724c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4260850ed523fca90f90531206092cab"	0	0	0	0	0	0	0	0	0	10	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"ac14a4a7579baad25ec33daaa8be97c6"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	21	0	15	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
"d6f1b4b855580c30ab824723f8061bc5"	0	0	0	0	83	0	16	0	20	7	35	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0
"eed1f14f9634fd782170717e28ea7447"	0	0	0	0	0	0	44	0	0	121	105	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	22	0	0	0	0	0	0	0	84	0	0	0	0	0	62	0	0	0	0	99	0	0
"eb08124df285c62e18a9c9221cf9d935"	0	0	0	0	0	0	66	577	4	0	5	12	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
"2ec2d305206a75919d0e8c6226c6ec68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	84	0	0
"89e0ed9c07cf2abe8e45df9e58248f22"	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
"62197ca4054dde41abf76824bbc42d36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f9209744c7189da991c0b1556ce97f7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	9	0	976	32	0	107	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9c15e99779628deaedc28373cf992fde"	0	0	0	0	0	0	4	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
"3b8bad26fb59f0b826f093a0251e03e5"	0	50	0	0	0	12	0	0	0	67	220	257	17	0	0	0	0	0	0	39	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	741	6	208	45	0	0	0	0	290	0	167	33	0	0	0	0	113	0	0	0	0	27	622	0
"53424a2b94cd0d70c694080dbe632d31"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"506e417e3d23d8757d9a57f9e66a2aad"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"63143af5e9e4aa784f2f14a0fe54a864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"910b80e212e8d7c4b1817a2bbd8bbf7e"	0	0	0	0	0	0	0	8	0	603	247	468	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	47	129	0	0	0	0	0	0	0	0	0	0	0	16
"3437a8f907b75171637949329d74ac68"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	4	0	0	0	0
"470f71d3972de28a9793841e32289c86"	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	35	0	0	0	0	0	30	63	9	0	0	0	0	0	0	0	0	0	0	0	0	0
"6e7f637b9f0f2a635073194d188d8152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	72	0	0	0	0	0	0	0	0	0	0
"44630697e0b5de3c410174a703564c58"	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	36	0	109	4	3	26	51	0	0	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0
"dba6a5ef30d3ddfd3d5bbcf18f9c3732"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0
"37c4bb93000b60e334c5a65c6b9e88c7"	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	27	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ee8c89a234c27e7e0065cbaf9e5ebd44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	121	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"df2e4caf435beef2ce734a9532c6ed56"	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d19f0c97c8390e20197bf30cbe4d936f"	0	0	0	12	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	146	0	0	0	0	0	0	0	0	0	0	22	0
"2ae8d3c4559ee502bb219405671f4036"	0	0	0	0	0	0	0	0	0	0	26	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d2be0c0707b407c3194b9df9c5f718e0"	0	0	35	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	4	0	0	0	42	0	0
"7017904085ebec2c98fa607fdeafbdf3"	0	0	0	0	0	0	29	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8d163de0fc1f5ea6d13e5d6f103b949a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	0	0	0	0	0	0	0	0	2
"df77b20d2b3e6d8fdf614860a49b1a6d"	69	273	2	24	0	8	0	0	0	2341	1142	1308	245	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	781	2488	0	0	0	0	0	0	0	0	0	0	0	0
"3d98f26ba70cbe4b2f8e77112b5aa5af"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	34	0	28
"69d86ef83f2982ff2bfdbcabefd6fd00"	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
"632f870419117339af484e97f08c5860"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	12	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
"a66ec6c5577c8e5fa0da54980bd5dd96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32761	30397	16703	5278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c463c8e2927d16fe5c3f19b617b5f2ab"	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	9	0	0	0	81	0	0	0	18	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2a1c1c0ba95eed4be41693e7ad71b6e3"	0	0	0	0	0	0	0	0	0	0	25	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
"ce6ccc9895decda252eb19941de76b4f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	79	0	0	0	0	0	13	0	0	0	0	0	0	0	6	0	0	0	0	0	37	17
"f3ef68915060cf58492ec5c44c55c52e"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	13	0	0	0	0	0	0	0	0	0
"a51f5421177a5ac68d557362d4381382"	0	0	0	0	0	0	0	0	0	91	0	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
"d307e4f11b0e2d885e050c5585d7cb66"	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	729	37	254	0	76	6	0	0	0	0	42	49
"211804a4d27f784b3d9fd4ce00b50183"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	127	0	0	0	0
"4cddb0a966c4bae93ebc3da0af632417"	0	0	0	0	0	0	93	0	0	0	0	48	18	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	169	0	0	247	11	0	0	0	0	0	0	0	0	183	0	0	0	117	15	0	0	0	0	0	0	0	0	21	0	0	0	0	95	96	0	0	0	0	0	0
"c80d5561fdee2bbf71858cbd7efa3ebd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	33	0	0	0	0	0	0	0	0	0
"a1920e6ff8909a395f1267e7f02855c7"	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"396beb57f3ae19891ae9d56da5650c8c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77a9171603c710e935a05cc2173f8654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	11	0	7	12	0	0	0	0	0	0	3	0	0	0	4	45	0	0	0	0	5	0	0	0	0
"c3e642fa3fc99b4e79d29e64bc562715"	0	0	0	0	0	0	3	0	0	331	81	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
"8a6596c4951347dff9cbc9434ec7e00b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14	0	103	0
"9748cb72a808f9676347e688be5ffaf4"	0	0	0	0	0	0	0	27	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
